nProcesso,agrupamento,anoLetivo,ano,escalao,dataNascimento,genero,nacionalidade,linguaMaterna,anoEscMae,distrito,class1P_ingles,class1P_ling_estrang,class1P_portugues,class1P_matematica,class1P_ed_fis,class1P_art_tecn,class1P_cienc_fis_nat,class1P_cienc_soc_huma,class1P_avg,class2P_ingles,class2P_ling_estrang,class2P_portugues,class2P_matematica,class2P_ed_fis,class2P_art_tecn,class2P_cienc_fis_nat,class2P_cienc_soc_huma,class2P_avg,class3P_ingles,class3P_ling_estrang,class3P_portugues,class3P_matematica,class3P_ed_fis,class3P_art_tecn,class3P_cienc_fis_nat,class3P_cienc_soc_huma,class3P_avg,negative_class_ratio_1P,negative_class_ratio_2P,negative_class_ratio_3P,negative_class_ratio_nuclear_1P,negative_class_ratio_not_nuclear_1P,negative_class_ratio_nuclear_2P,negative_class_ratio_not_nuclear_2P,negative_class_ratio_nuclear_3P,negative_class_ratio_not_nuclear_3P,nFaltas_J_total_ingles,nFaltas_J_total_ling_estrang,nFaltas_J_total_matematica,nFaltas_J_total_portugues,nFaltas_J_total_ed_fis,nFaltas_J_total_art_tecn,nFaltas_J_total_cienc_fis_nat,nFaltas_J_total_cienc_soc_huma,nFaltas_J_total,nFaltas_I_total_ingles,nFaltas_I_total_ling_estrang,nFaltas_I_total_matematica,nFaltas_I_total_portugues,nFaltas_I_total_ed_fis,nFaltas_I_total_art_tecn,nFaltas_I_total_cienc_fis_nat,nFaltas_I_total_cienc_soc_huma,nFaltas_I_total,nFaltas_total,per_miss_J_total_ingles,per_miss_J_total_ling_estrang,per_miss_J_total_matematica,per_miss_J_total_portugues,per_miss_J_total_ed_fis,per_miss_J_total_art_tecn,per_miss_J_total_cienc_fis_nat,per_miss_J_total_cienc_soc_huma,per_miss_J_total,per_miss_I_total_ingles,per_miss_I_total_ling_estrang,per_miss_I_total_matematica,per_miss_I_total_portugues,per_miss_I_total_ed_fis,per_miss_I_total_art_tecn,per_miss_I_total_cienc_fis_nat,per_miss_I_total_cienc_soc_huma,per_miss_I_total,per_miss_total,distrito_agrup,teip_agrup,baixa_densidade_agrup
97,A49,2017/2018,7,3,32027,Masculino,Portugal,Portugal,Secundário,Porto,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.5,3.25,4.0,5.0,5.0,5.0,4.0,5,4.5,5,3.75,5,4.0,5.0,5.0,4.0,5,4.0,5,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.007978723404255319,0.012096774193548387,0.0,0.0,0.015957446808510637,0.0,0.008021390374331552,0.004807692307692308,0.0488620270883382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488620270883382,Porto,0,0
98,A49,2017/2018,7,3,81980,Feminino,Venezuela,Venezuela,Licenciatura,Porto,,,,,,,,,,4.0,5.0,3.0,2.0,3.0,3.0,3.0,4.5,3.55,4.0,5.0,3.0,2.0,2.0,4.5,2.5,3.5,3.85,,0.1,0.0,,,0.5,0.0,0.0,0.0,4.0,4.0,3.0,5.0,5.0,0.0,6.0,5.0,32.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,0.031914893617021274,0.04838709677419355,0.014423076923076924,0.02403846153846154,0.0398936170212766,0.0,0.02406417112299465,0.02403846153846154,0.20675977853548608,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.2163751631508707,Porto,0,0
99,A49,2017/2018,7,1,71992,Feminino,Portugal,Portugal,Licenciatura,Porto,4.0,4.0,4.0,3.0,4.0,3.0,1.5,4.5,4.1,2.0,3.0,1.0,2.0,4.0,3.0,3.0,3.5,2.1,2.0,5.0,3.0,4.0,3.0,3.5,2.0,4.5,3.35,0.1,0.1,0.0,0.0,0.125,0.5,0.0,0.0,0.0,1.0,5.0,7.0,8.0,2.0,2.0,5.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.007978723404255319,0.06048387096774194,0.03365384615384615,0.038461538461538464,0.015957446808510637,0.015957446808510637,0.020053475935828877,0.014423076923076924,0.20696942546330893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20696942546330893,Porto,0,0
100,A49,2017/2018,7,3,122030,Masculino,Portugal,Portugal,Licenciatura,Porto,3.0,3.0,4.0,5.0,5,4.0,5.0,5.0,4.2,3.0,5.0,3.0,4.0,5,4.0,5.0,5,5,5.0,4.0,5,5,5.0,5,5,4.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,5.0,2.0,9.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.024193548387096774,0.038461538461538464,0.014423076923076924,0.0398936170212766,0.015957446808510637,0.03609625668449198,0.02403846153846154,0.1930639458244529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1930639458244529,Porto,0,0
101,A49,2017/2018,7,1,12029,Masculino,Brasil,Brasil,Formação Desconhecida,Porto,5.0,4.0,3.0,3.0,5.0,2.5,5,4.0,3.2,5.0,5.0,5.0,3.0,3.0,3.5,4.0,3.0,4.25,5.0,4.0,4.0,3.0,4.0,4.75,4.0,5.0,4.425,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,4.0,3.0,6.0,6.0,0.0,0.0,7.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.04838709677419355,0.014423076923076924,0.028846153846153848,0.047872340425531915,0.0,0.0,0.03365384615384615,0.1731825141228024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1731825141228024,Porto,0,0
102,A49,2017/2018,7,3,11979,Masculino,Portugal,Portugal,Licenciatura,Porto,5.0,4.0,3.0,5.0,5.0,2.0,4.0,5.0,4.8,3.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5,4.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,13.0,0.007978723404255319,0.0,0.019230769230769232,0.004807692307692308,0.0,0.0,0.016042780748663103,0.004807692307692308,0.05286765799907227,0.0,0.0,0.0,0.0,0.007978723404255319,0.0,0.004010695187165776,0.0,0.011989418591421094,0.06485707659049336,Porto,0,0
103,A49,2017/2018,7,1,82024,Masculino,Portugal,Portugal,Secundário,Porto,4.0,4.0,1.0,2.0,3.0,3.0,3.5,4.5,3.1,3.0,3.0,2.0,2.0,3.0,4.0,4.5,2.0,1.9500000000000002,2.0,3.0,2.0,3.0,4.0,3.0,5.0,5.0,3.4,0.1,0.2,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.012096774193548387,0.009615384615384616,0.009615384615384616,0.0,0.0,0.008021390374331552,0.0,0.03934893379864918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934893379864918,Porto,0,0
104,A49,2017/2018,7,3,42024,Masculino,Portugal,Portugal,Secundário,Porto,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.5,4.65,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,4.55,3.0,3.0,4.0,2.0,5,4.5,3.5,3.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.009615384615384616,0.009615384615384616,0.0,0.015957446808510637,0.008021390374331552,0.019230769230769232,0.06244037564438065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06244037564438065,Porto,0,0
105,A49,2017/2018,7,2,61982,Masculino,Portugal,Portugal,Secundário,Porto,1.0,4.0,4.0,3.0,5.0,3.0,2.0,3.5,1.75,1.0,2.0,2.0,2.0,4.0,4.0,3.5,1.5,3.8,3.0,4.0,4.0,1.0,5.0,2.5,4.0,1.5,2.9,0.5,0.4,0.2727272727272727,0.5,0.5,0.5,0.375,0.5,0.2222222222222222,0.0,1.0,7.0,2.0,2.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.012096774193548387,0.03365384615384615,0.009615384615384616,0.015957446808510637,0.0,0.012032085561497326,0.0,0.08335553733278712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08335553733278712,Porto,0,0
106,A49,2017/2018,7,2,111981,Feminino,Portugal,Portugal,Básico (2º ciclo),Porto,4.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,3.7,5.0,5.0,2.0,2.0,4.0,3.0,4.0,3.0,2.7,5.0,4.0,3.0,2.0,3.0,5,4.0,3.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,2.0,4.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.012096774193548387,0.02403846153846154,0.009615384615384616,0.015957446808510637,0.015957446808510637,0.016042780748663103,0.014423076923076924,0.10813137163615585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10813137163615585,Porto,0,0
107,A49,2017/2018,7,3,72016,Masculino,Portugal,Portugal,Secundário,Porto,3.0,4.0,2.0,3.0,1.0,4.0,3.0,3.5,2.25,3.0,4.0,2.0,2.0,3.0,3.0,2.5,4.0,4.25,2.0,4.0,3.0,4.0,4.0,3.5,3.5,2.5,3.55,0.1,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,0.0,7.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.007978723404255319,0.012096774193548387,0.004807692307692308,0.02403846153846154,0.015957446808510637,0.0,0.02807486631016043,0.0,0.09295396456262861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09295396456262861,Porto,0,0
108,A49,2017/2018,7,3,41993,Feminino,Portugal,Portugal,Básico (2º ciclo),Porto,3.0,3.0,5.0,5.0,3.0,5.0,,,4.5,3.0,3.0,5.0,5.0,3.0,3.0,,,2.5,3.0,5.0,5.0,4.0,3.0,5,5,3.5,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.007978723404255319,0.024193548387096774,0.004807692307692308,0.014423076923076924,0.0,0.0,0.0,0.014423076923076924,0.06582611794519824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06582611794519824,Porto,0,0
109,A49,2017/2018,7,1,71978,Masculino,Portugal,Portugal,Formação Desconhecida,Porto,2.0,2.0,2.0,1.0,2.0,3.0,,,2.875,2.0,2.0,3.0,1.0,1.0,2.0,,,3.125,1.0,4.0,4.0,3.0,1.0,4.0,3.5,3.0,2.35,0.8333333333333334,0.5,0.36363636363636365,1.0,0.75,0.5,0.5,0.5,0.3333333333333333,24.0,20.0,27.0,34.0,25.0,6.0,43.0,35.0,214.0,5.0,21.0,11.0,15.0,25.0,9.0,33.0,19.0,138.0,352.0,0.19148936170212766,0.24193548387096775,0.12980769230769232,0.16346153846153846,0.19946808510638298,0.047872340425531915,0.17245989304812834,0.16826923076923078,1.3147636256916002,0.0398936170212766,0.2540322580645161,0.052884615384615384,0.07211538461538461,0.19946808510638298,0.07180851063829788,0.1323529411764706,0.09134615384615384,0.913901565853098,2.228665191544698,Porto,0,0
110,A49,2017/2018,7,1,111983,Feminino,Portugal,Portugal,Básico (3º ciclo),Porto,3.0,1.0,1.0,3.0,4.0,4.0,3.5,2.5,2.7,2.0,3.0,1.0,1.0,2.0,5.0,1.0,1.5,3.35,4.0,2.0,2.0,2.0,4.0,2.5,3.5,2.0,2.9,0.5,0.7,0.2727272727272727,1.0,0.375,1.0,0.625,1.0,0.1111111111111111,2.0,4.0,7.0,4.0,1.0,2.0,4.0,4.0,28.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,9.0,37.0,0.015957446808510637,0.04838709677419355,0.03365384615384615,0.019230769230769232,0.007978723404255319,0.015957446808510637,0.016042780748663103,0.019230769230769232,0.17643887915951784,0.0,0.012096774193548387,0.0,0.004807692307692308,0.007978723404255319,0.0,0.020053475935828877,0.004807692307692308,0.0497443581490172,0.22618323730853504,Porto,0,0
111,A49,2017/2018,7,3,121979,Feminino,Portugal,Portugal,Licenciatura,Porto,2.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.6,3.0,3.0,3.0,5.0,5,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5,4.0,2.0,3.0,4.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,14.0,2.0,8.0,1.0,18.0,9.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.031914893617021274,0.06048387096774194,0.0673076923076923,0.009615384615384616,0.06382978723404255,0.007978723404255319,0.07219251336898395,0.04326923076923077,0.35659209628435273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35659209628435273,Porto,0,0
112,A49,2017/2018,7,1,111980,Feminino,Portugal,Portugal,Secundário,Porto,4.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,3.2,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.5,4.05,4.0,3.0,3.0,4.0,4.0,5,2.0,4.5,3.4,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.012096774193548387,0.009615384615384616,0.0,0.015957446808510637,0.0,0.0,0.009615384615384616,0.047284990232828256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047284990232828256,Porto,0,0
113,A49,2017/2018,7,1,92018,Feminino,Portugal,Portugal,Básico (2º ciclo),Porto,4.0,4.0,5.0,3.0,3.0,4.0,,,2.5,5.0,5.0,4.0,4.0,4.0,3.0,,,3.625,4.0,4.0,3.0,2.0,5.0,3.0,2.0,3.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,8.0,0.0,4.0,7.0,6.0,35.0,1.0,4.0,3.0,2.0,0.0,0.0,4.0,5.0,19.0,54.0,0.0,0.07258064516129033,0.019230769230769232,0.038461538461538464,0.0,0.031914893617021274,0.02807486631016043,0.028846153846153848,0.21910886662693357,0.007978723404255319,0.04838709677419355,0.014423076923076924,0.009615384615384616,0.0,0.0,0.016042780748663103,0.02403846153846154,0.12048552400403505,0.33959439063096863,Porto,0,0
114,A49,2017/2018,7,3,91997,Feminino,Portugal,Portugal,Básico (3º ciclo),Porto,1.0,4.0,3.0,2.0,3.0,4.0,2.5,2.0,1.9500000000000002,2.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,1.0,3.0,2.0,4.0,2.0,3.0,3.1,0.2,0.1,0.09090909090909091,0.5,0.125,0.0,0.125,0.5,0.0,1.0,2.0,6.0,3.0,2.0,0.0,10.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.007978723404255319,0.024193548387096774,0.028846153846153848,0.014423076923076924,0.015957446808510637,0.0,0.040106951871657755,0.028846153846153848,0.1603520550869051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1603520550869051,Porto,0,0
115,A49,2017/2018,7,3,21975,Feminino,Portugal,Portugal,Secundário,Porto,1.0,5.0,2.0,3.0,4.0,3.0,5.0,5.0,2.4,3.0,5.0,2.0,3.0,4.0,4.0,2.0,5.0,4.3,2.0,3.0,2.0,2.0,4.0,5,2.5,4.0,3.7,0.1,0.1,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.012096774193548387,0.009615384615384616,0.004807692307692308,0.015957446808510637,0.0,0.008021390374331552,0.014423076923076924,0.06492176522254442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06492176522254442,Porto,0,0
116,A49,2017/2018,7,1,92007,Feminino,Portugal,Portugal,Formação Desconhecida,Porto,4.0,3.0,2.0,3.0,2.0,3.0,4.5,3.5,2.0,4.0,4.0,1.0,3.0,4.0,5.0,3.0,3.0,2.9,4.0,2.0,4.0,1.0,2.0,5.0,3.0,2.0,3.0,0.3,0.2,0.09090909090909091,1.0,0.125,1.0,0.0,0.5,0.0,4.0,4.0,9.0,9.0,6.0,4.0,9.0,5.0,50.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,55.0,0.031914893617021274,0.04838709677419355,0.04326923076923077,0.04326923076923077,0.047872340425531915,0.031914893617021274,0.03609625668449198,0.02403846153846154,0.3067624041951831,0.0,0.012096774193548387,0.009615384615384616,0.0,0.007978723404255319,0.0,0.0,0.004807692307692308,0.03449857452088063,0.3412609787160637,Porto,0,0
117,A49,2017/2018,7,3,82030,Feminino,Portugal,Portugal,Licenciatura,Porto,4.0,3.0,5.0,5.0,5.0,3.0,5.0,5,3.05,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,5,4.0,5,3.0,3.0,3.0,3.0,5.0,4.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.009615384615384616,0.004807692307692308,0.0,0.031914893617021274,0.012032085561497326,0.004807692307692308,0.06317774840928783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06317774840928783,Porto,0,0
118,A49,2017/2018,7,2,42004,Masculino,Portugal,Portugal,Básico (2º ciclo),Porto,4.0,2.0,1.0,2.0,2.0,4.0,2.0,1.5,1.5499999999999998,2.0,3.0,3.0,3.0,4.0,3.0,1.5,4.0,2.85,2.0,2.0,2.0,2.0,4.0,3.0,2.5,4.0,2.85,0.4,0.3,0.2727272727272727,0.5,0.375,0.5,0.25,0.5,0.2222222222222222,8.0,13.0,23.0,12.0,11.0,4.0,17.0,18.0,106.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,110.0,0.06382978723404255,0.15725806451612903,0.11057692307692307,0.057692307692307696,0.08776595744680851,0.031914893617021274,0.06818181818181818,0.08653846153846154,0.6637582133035118,0.0,0.012096774193548387,0.0,0.004807692307692308,0.007978723404255319,0.0,0.0,0.004807692307692308,0.029690882213188323,0.6934490955167001,Porto,0,0
119,A49,2017/2018,7,3,111980,Feminino,Portugal,Portugal,Básico (1º ciclo),Porto,4.0,5,3.0,4.0,5.0,3.0,4.0,5.0,5,5.0,5.0,5.0,4.0,4.0,3.0,3.5,5,3.25,5.0,4.0,3.0,4.0,5.0,4.5,5,4.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,2.0,5.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.012096774193548387,0.014423076923076924,0.014423076923076924,0.0,0.015957446808510637,0.020053475935828877,0.014423076923076924,0.09137692770711867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09137692770711867,Porto,0,0
120,A49,2017/2018,7,3,82024,Feminino,Portugal,Portugal,Licenciatura,Porto,5.0,3.0,3.0,4.0,5.0,2.0,4.0,3.5,2.25,2.0,3.0,2.0,3.0,5.0,2.0,4.0,4.5,4.05,4.0,3.0,2.0,4.0,3.0,4.5,5.0,2.5,3.5,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,2.0,9.0,6.0,2.0,2.0,30.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,34.0,0.0398936170212766,0.0,0.019230769230769232,0.009615384615384616,0.07180851063829788,0.047872340425531915,0.008021390374331552,0.009615384615384616,0.2060573969209764,0.0,0.012096774193548387,0.0,0.0,0.0,0.023936170212765957,0.0,0.0,0.03603294440631434,0.24209034132729074,Porto,0,0
121,A49,2017/2018,7,1,82007,Feminino,Portugal,Portugal,Secundário,Porto,4.0,2.0,2.0,3.0,4.0,3.0,,,1.75,4.0,2.0,3.0,4.0,4.0,3.0,,,2.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,3.3,0.16666666666666666,0.16666666666666666,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.015957446808510637,0.008021390374331552,0.009615384615384616,0.04320960641361142,0.0,0.0,0.0,0.014423076923076924,0.0,0.0,0.0,0.0,0.014423076923076924,0.05763268333668835,Porto,0,0
122,A49,2017/2018,7,3,41975,Masculino,Portugal,Portugal,Licenciatura,Porto,5.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,4.2,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5,5,5,5.0,4.0,5.0,5,3.5,3.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.007978723404255319,0.012096774193548387,0.02403846153846154,0.014423076923076924,0.0,0.0,0.020053475935828877,0.0,0.07859051199517104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07859051199517104,Porto,0,0
123,A49,2017/2018,7,3,61987,Feminino,Portugal,Portugal,Licenciatura,Porto,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.4,5.0,4.0,3.0,4.0,2.0,3.0,2.5,4.0,4.45,3.0,3.0,3.0,3.0,4.0,3.5,3.5,3.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,3.0,2.0,20.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,1.0,11.0,31.0,0.0,0.04838709677419355,0.02403846153846154,0.028846153846153848,0.0,0.0,0.012032085561497326,0.009615384615384616,0.12291918233569088,0.0,0.012096774193548387,0.009615384615384616,0.0,0.0,0.0,0.02807486631016043,0.004807692307692308,0.05459471742678573,0.1775138997624766,Porto,0,0
124,A49,2017/2018,7,2,11998,Feminino,Portugal,Portugal,Básico (2º ciclo),Porto,2.0,3.0,1.0,2.0,2.0,5.0,1.5,4.0,2.6,1.0,2.0,2.0,1.0,4.0,3.0,1.5,3.5,3.5,2.0,3.0,3.0,2.0,3.0,2.5,3.5,4.0,2.5,0.4,0.5,0.36363636363636365,1.0,0.25,1.0,0.375,1.0,0.2222222222222222,2.0,5.0,12.0,14.0,2.0,0.0,5.0,3.0,43.0,1.0,2.0,8.0,8.0,0.0,0.0,1.0,5.0,25.0,68.0,0.015957446808510637,0.06048387096774194,0.057692307692307696,0.0673076923076923,0.015957446808510637,0.0,0.020053475935828877,0.014423076923076924,0.251875317443669,0.007978723404255319,0.024193548387096774,0.038461538461538464,0.038461538461538464,0.0,0.0,0.004010695187165776,0.02403846153846154,0.13714450544005635,0.38901982288372533,Porto,0,0
125,A49,2017/2018,7,3,102023,Feminino,Portugal,Portugal,Licenciatura,Porto,5.0,5.0,3.0,4.0,5,3.0,4.0,4.5,3.1500000000000004,5.0,5.0,3.0,3.0,5,5.0,5.0,3.5,5,5,4.0,5,4.0,5.0,3.5,4.0,4.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,5.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.007978723404255319,0.0,0.014423076923076924,0.014423076923076924,0.0,0.0,0.020053475935828877,0.004807692307692308,0.06168604549393035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06168604549393035,Porto,0,0
126,A49,2017/2018,7,1,111984,Masculino,Portugal,Portugal,Básico (2º ciclo),Porto,3.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,3.8,3.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,5,3.0,5.0,5.0,3.0,4.0,5,5.0,4.5,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Porto,0,0
127,A49,2017/2018,7,3,42021,Feminino,Portugal,Portugal,Licenciatura,Porto,4.0,3.0,4.0,2.0,4.0,5.0,2.0,4.0,3.5,2.0,4.0,2.0,3.0,4.0,4.0,4.5,4.0,3.35,2.0,3.0,3.0,2.0,4.0,3.5,4.0,4.5,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.024193548387096774,0.014423076923076924,0.009615384615384616,0.023936170212765957,0.015957446808510637,0.008021390374331552,0.009615384615384616,0.10576240193655108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10576240193655108,Porto,0,0
128,A49,2017/2018,7,1,102031,Masculino,Portugal,Portugal,Básico (3º ciclo),Porto,2.0,2.0,3.0,1.0,2.0,4.0,,,1.25,1.0,4.0,2.0,1.0,1.0,2.0,,,3.5,3.0,4.0,4.0,1.0,4.0,2.0,3.5,2.5,2.6,0.6666666666666666,0.5,0.36363636363636365,1.0,0.5,0.5,0.5,0.5,0.3333333333333333,1.0,2.0,2.0,7.0,2.0,2.0,6.0,3.0,25.0,3.0,7.0,14.0,13.0,1.0,2.0,22.0,14.0,76.0,101.0,0.007978723404255319,0.024193548387096774,0.009615384615384616,0.03365384615384615,0.015957446808510637,0.015957446808510637,0.02406417112299465,0.014423076923076924,0.14584364422367568,0.023936170212765957,0.0846774193548387,0.0673076923076923,0.0625,0.007978723404255319,0.015957446808510637,0.08823529411764706,0.0673076923076923,0.4179004385134023,0.563744082737078,Porto,0,0
